X_W1_NewDelhi_100200300003_North_FRice	113.7
X_W1_NewDelhi_100200300003_North_Wheat	170.55
X_W1_NewDelhi_100200300003_North_Wheat1	1.0
X_W1_NewDelhi_100200300008_North_FRice	75.42
X_W1_NewDelhi_100200300008_North_Wheat	113.13
X_W1_NewDelhi_100200300008_North_Wheat1	1.0
X_W1_NewDelhi_100200300009_North_FRice	115.32
X_W1_NewDelhi_100200300009_North_Wheat	172.98
X_W1_NewDelhi_100200300009_North_Wheat1	1.0
X_W1_NewDelhi_100200300011_North_FRice	121.26
X_W1_NewDelhi_100200300011_North_Wheat	181.89
X_W1_NewDelhi_100200300011_North_Wheat1	1.0
X_W1_NewDelhi_100200300013_North_FRice	76.5
X_W1_NewDelhi_100200300013_North_Wheat	114.75
X_W1_NewDelhi_100200300013_North_Wheat1	1.0
X_W1_NewDelhi_100200300014_North_FRice	7.18
X_W1_NewDelhi_100200300014_North_Wheat	10.77
X_W1_NewDelhi_100200300014_North_Wheat1	1.0
X_W1_NewDelhi_100200300016_North_FRice	44.26
X_W1_NewDelhi_100200300016_North_Wheat	66.39
X_W1_NewDelhi_100200300016_North_Wheat1	1.0
X_W1_NewDelhi_100200300019_North_FRice	56.7
X_W1_NewDelhi_100200300019_North_Wheat	85.05
X_W1_NewDelhi_100200300019_North_Wheat1	1.0
X_W1_NewDelhi_100200300020_North_FRice	121.5
X_W1_NewDelhi_100200300020_North_Wheat	182.25
X_W1_NewDelhi_100200300020_North_Wheat1	1.0
X_W1_NewDelhi_100200300023_North_FRice	58.46
X_W1_NewDelhi_100200300023_North_Wheat	87.69
X_W1_NewDelhi_100200300023_North_Wheat1	1.0
X_W1_NewDelhi_100200300024_North_FRice	125.48
X_W1_NewDelhi_100200300024_North_Wheat	188.22
X_W1_NewDelhi_100200300024_North_Wheat1	1.0
X_W1_NewDelhi_100200300025_North_FRice	135.78
X_W1_NewDelhi_100200300025_North_Wheat	203.67
X_W1_NewDelhi_100200300025_North_Wheat1	1.0
X_W1_NewDelhi_100200300026_North_FRice	102.34
X_W1_NewDelhi_100200300026_North_Wheat	153.51
X_W1_NewDelhi_100200300026_North_Wheat1	1.0
X_W1_NewDelhi_100200300029_North_FRice	70.56
X_W1_NewDelhi_100200300029_North_Wheat	105.84
X_W1_NewDelhi_100200300029_North_Wheat1	1.0
X_W1_NewDelhi_100200300030_North_FRice	54.2
X_W1_NewDelhi_100200300030_North_Wheat	81.3
X_W1_NewDelhi_100200300030_North_Wheat1	1.0
X_W1_NewDelhi_100200300032_North_FRice	126.9
X_W1_NewDelhi_100200300032_North_Wheat	190.35
